,username,retweet_or_quote_screen_name,type
333,The_NAVC,8,P
10,carrie_byington,248,P
17,12thMan,172,P
31,12thManFndtn,113,P
48,MSC_WBAC,84,P
455,Lion_Athletics,5,P
106,Prof_Holland,39,P
1170,ms_drodriguez,2,P
1168,12thmanPR,2,P
1173,KyleField_12th,2,P
885,jocotx_em,2,P
886,advance_abby,2,P
887,bcs_qfs,2,P
889,CoachTRob_,2,P
841,djuba52,2,P
790,WallisBthe1,3,P
1032,Mays_MasterCast,2,P
1038,codi_rynn,2,P
1142,Alison_theBSide,2,P
1169,Dolph1186,2,P
1143,Chappyboy21,2,P
1148,J_Chan2,2,P
1151,beatrizrar13,2,P
1152,porthos93,2,P
1154,AndrewMonaco_Sr,2,P
1155,_Foleyloaded,2,P
1157,RemStrick2021,2,P
1158,MyJone98,2,P
1160,MaryMares04,2,P
1163,drenfro12,2,P
1166,Ceo_diego,2,P
1146,madison_kettler,2,P
2625,Realrclark25,1,P
123,WTAW1620,33,P
179,TexasAMPoliceK9,18,P
387,12thManP,7,P
392,Griffith_SPH,6,P
394,tdots25,6,P
398,DemondDemas1,6,P
399,meganging_,6,P
403,TJRushing20,6,P
406,J_Rey_11,6,P
365,Mostafavi_Ali,7,P
3260,Hazim_Mandavia,1,P
877,Stephbrad07,2,P
386,MichaelZGreen1,7,P
861,Pharmacy_Times,2,P
2662,katietraylor3,1,P
2610,the_passmore,1,P
2611,HLPayne_23,1,P
2612,juliarose112,1,P
2613,Jessica_Celedon,1,P
2614,Emma5764,1,P
2615,brittannyyy17,1,P
2619,ORNL_PhysSci,1,P
2621,Thomas3Noah,1,P
2623,gabbyy_garciaa_,1,P
2668,bknubs_2K21,1,P
163,MSC_CAMAC,21,P
385,Pharm4Me,7,P
383,Laura_Falco14,7,P
188,Coach_TPrice,17,P
194,jwang311,16,P
204,APA_Planning,15,P
3181,CALEA_org,1,P
418,Ab2minkU,6,P
416,pvamu_coe,6,P
410,sshelby_ns,6,P
1094,AERA_EdResearch,2,P
1096,WSP_Vets,2,P
1097,TAMHSC_OIT,2,P
384,rfischer_phd,7,P
1102,thehart_oftx,2,P
1108,moko_jordan,2,P
1109,4Bishops91,2,P
1126,brandonnn_44,2,P
1131,MrsMartin_247,2,P
1082,yogi_jarod,2,P
1203,femaregion8,2,P
789,k8_johnson_,3,P
880,pms777law,2,P
777,ADR_Prof,3,P
367,_CheriseC_,7,P
1104,tenorclef530,2,P
2922,EAB_Daily,1,P
3110,OMNIPLAN_Arch,1,P
3146,ldav14,1,P
624,ainias_smith,3,P
638,Steve_Kuhlmann,3,P
652,KingOkeke615,3,P
655,BTowles1,3,P
656,MjDaniels11,3,P
657,sharonlime85,3,P
658,landon_harrell,3,P
668,Albertregis44,3,P
675,Antonio_johns0n,3,P
513,SpawGlass1953,4,P
515,CoachDickey1,4,P
521,_Jstern,4,P
1601,JulieNelson_,1,P
487,12thManTrue,5,P
1602,APLU_News,1,P
1607,lanethibodeaux1,1,P
1608,VIA_Transit,1,P
1609,JMLopezG15,1,P
1612,DerekJohnson00,1,P
1615,maze518,1,P
1616,ShaneHudson27,1,P
1622,Renton_Schools,1,P
1626,LMontalvo17,1,P
1634,VanessaKENS5,1,P
1649,amann4edu,1,P
1654,bekahjo09,1,P
1656,kdubb1222,1,P
1659,BrandonH_Core,1,P
1606,IsaacT_2,1,P
476,jeff_mccanna,5,P
783,Texas2036,3,P
244,PFF_College,12,P
766,Shane_Hinckley,3,P
772,Makingitup3,3,P
623,clarkent_,3,P
622,WakeEmUp9,3,P
616,sjarvis00,4,P
615,Messina_Hof,4,P
490,ASCRegion8,5,P
493,JohnMA_24,5,P
494,sarah_lemire,5,P
496,QuartneyDavis1,5,P
497,ArmaniWatts23,5,P
500,dom_solo,5,P
684,taylorpaige1299,3,P
509,Austin_Ford,4,P
679,briannag9816,3,P
672,ECrownover24,3,P
246,Blinn_Hensley,12,P
261,bobbyiii5,11,P
268,WeDoRecover24_7,11,P
271,Foebg_1,11,P
273,Coach_Henson,11,P
294,GregAbbott_TX,10,P
296,TK9jackie,10,P
299,boimarv9,10,P
309,5thCircAppeals,9,P
312,MSC_VAC,9,P
313,FGarza2021,9,P
319,isaiah_spiller,9,P
331,MSC_FLI,9,P
1664,alexh3791,1,P
764,emily_cepeda,3,P
1665,benag89,1,P
1582,SalinaSk98,1,P
1586,Emily_monte11,1,P
1588,ElephantWalk19,1,P
576,tia_mechelle,4,P
1346,EyeDocMike98,1,P
1354,bk_holt,1,P
1356,srgaudet95,1,P
1949,meIissa_vanessa,1,P
1947,Gabrielh_15,1,P
1945,angiegar519,1,P
1944,G_Maybe,1,P
1943,rolerdo99,1,P
3266,HG_Rights,1,P
1941,Mrs_LGarcia,1,P
1585,ljs8887,1,P
1940,Colbiejo_,1,P
1911,sanketsir10,1,P
1935,Gigem2022,1,P
1933,VSCP_AgriLife,1,P
1927,AD_66kg,1,P
1926,anp16,1,P
1921,jewels1009,1,P
1920,jas_berganza,1,P
1919,adlz0198,1,P
1916,ihepburn0118,1,P
1915,clayford_rex,1,P
1914,alxgzz202,1,P
1913,rebecca_schein,1,P
1912,not__salazar,1,P
1937,hannah__belle,1,P
1583,allyson_sadler,1,P
1209,The74,2,P
1205,christensen2023,2,P
1579,khendo2012,1,P
1578,KPRC2,1,P
1574,cassedup_shawty,1,P
1515,R23FOX,1,P
1516,yuliiianaaa_,1,P
1594,slepley7,1,P
1592,adv_in_texas,1,P
1591,NewsChannel10,1,P
1589,HarrisCBS46,1,P
522,ryantannehill1,4,P
535,_NoLimitMari,4,P
537,Batt_Arts,4,P
485,tmoore94,5,P
540,badgalvivi_,4,P
546,dog_rates,4,P
547,TracyClark08,4,P
551,Coach_Jo_Evans,4,P
554,TLAC_UGAdvising,4,P
562,Dr_Eli_Jones,4,P
566,Schultz_Report,4,P
571,nsobol123,4,P
1343,Jay_Payton02,1,P
573,Team_BLONDIE,4,P
582,Morris_Animal,4,P
587,susie_hatfield,4,P
588,allirox30,4,P
596,dmorris_11,4,P
542,SarbajitBanerj1,4,P
1204,Fvmous_ey,2,P
1667,jmeza1989,1,P
2214,fhinojosa71,1,P
761,K_Green_01,3,P
757,Jared_Hocker,3,P
1533,_KateMcneill_,1,P
1535,KABBFOX29,1,P
1539,Kathryne_1323,1,P
1540,raleighb14,1,P
1677,POTUS44,1,P
1542,Vivian_Cassina,1,P
1545,mabeaner423,1,P
1547,goodag84,1,P
1548,agvet2004,1,P
1549,crewtons_,1,P
1553,24hoursoflemans,1,P
1559,KLWall88,1,P
1562,JoelUtzAg94,1,P
1531,25NewsKXXV,1,P
1563,_cj_garcia_,1,P
1566,DanielGarcia711,1,P
1567,Tarleton_COGS,1,P
1568,Upgrade_SATX,1,P
1572,rachel01___,1,P
1543,Sarah_Helenn,1,P
1512,andres_g_9,1,P
1681,rebmorg01,1,P
1755,_queeldiablo,1,P
1526,brandie_sue17,1,P
1749,1Deondrejackson,1,P
1688,dennis_descant,1,P
1508,drew_louisee,1,P
1506,_xautumn,1,P
1565,qui_gon_jinkies,1,P
1530,jdspearman12,1,P
1529,vickers_stephen,1,P
1687,lisaggray19,1,P
2071,donovanmcmillo3,1,P
1761,theLUXURY_tax,1,P
1767,_KingsleyP,1,P
1769,AndresPinedo15,1,P
1771,feliciaaaxx_,1,P
1772,krw18,1,P
1773,its_maryj,1,P
1775,_BrittneyJanee,1,P
1776,yasminekay_,1,P
1779,_aztec__,1,P
1780,Bigg_fellafe,1,P
1781,MayaRich56,1,P
1783,_michally,1,P
1784,JDEB__,1,P
1790,TyraLaster2,1,P
1792,BethanyBonsu17,1,P
1793,Smooth_Traveler,1,P
1794,EarthtoAnne_,1,P
1801,1800SWIM,1,P
1802,NeoSoul_Queen8,1,P
1807,Gabe_Guerra224,1,P
1809,mackenzie_latta,1,P
1814,ranitaray1,1,P
1817,Woezzz_,1,P
1821,purpleroses93,1,P
1754,Caitlin_Mayer,1,P
1758,BennyNeutron_,1,P
1751,Supreme_Trey02,1,P
1757,_itsnotdaniel,1,P
1291,_bridegrate,2,P
758,Ryan_McCollum77,3,P
1292,kiii3news,2,P
1296,ABC7Amarillo,2,P
1712,DWAZ73,1,P
1713,alex_kirshner,1,P
1683,DA_magazine,1,P
1714,KJ_13_,1,P
1716,YungSimba4,1,P
1717,bwhite5350,1,P
1718,TheAntHines_Era,1,P
1721,K_J1GGA,1,P
1724,EdDiveK12,1,P
1729,OohShiny_Sarah,1,P
1731,SEC_Chuck,1,P
1732,younglove1020,1,P
1736,Ajones3855,1,P
1708,connorchoate1,1,P
1737,Devin_Price3,1,P
1744,ThatsLEFTY117,1,P
1521,bigb_1098,1,P
1519,megscott3013,1,P
1518,natalienteran16,1,P
688,AoT_BCS,3,P
693,KAMRLocal4News,3,P
700,angelmadison_,3,P
714,TheB1M,3,P
723,Astro_Buckeye,3,P
724,Breakaway_PR,3,P
736,AgProfJB1,3,P
738,DorianGray1911,3,P
745,BlakeJohnson14,3,P
1739,12thManPWill,1,P
1706,wmcaldwell70,1,P
1703,dwmcclellan48,1,P
1702,j_michael86,1,P
1298,CoreyMiles__,2,P
1300,hello_jordan99,2,P
1303,NASA_Astronauts,2,P
1304,kenya_sophiaa,2,P
1307,_josieheflin_,2,P
1308,Erik_McCoy_73,2,P
1309,ChrisMo75901,2,P
1311,careni30,2,P
1314,raqueLopez2714,2,P
1315,rebeccaaa23,2,P
1318,camryndavis7,2,P
1323,Bnika_Charrise,2,P
1324,RubenMendez715,2,P
1332,cassie_stricker,1,P
1334,h_rosie_,1,P
1337,dlee093,1,P
1338,brittanylayne27,1,P
1340,texag_96,1,P
1342,k8wellings,1,P
1510,l0ladri,1,P
1745,trevwood80,1,P
1715,5stardonell,1,P
1743,Gil_Brandt,1,P
1689,jrdlr_atm,1,P
1693,eli_stowers3,1,P
1694,Southern_Living,1,P
1695,ii_cooks,1,P
1697,MikeEvans13_,1,P
1701,Greg_Haralson,1,P
1295,cdiem05,2,P
2073,12SportsAZ,1,P
3119,Design_Week,1,P
1951,Biri_26,1,P
2078,BrenenT11,1,P
2077,HP113k,1,P
2076,tuenchi_meche,1,P
2075,Prater_76,1,P
1973,christina_ceh,1,P
1969,matth_512,1,P
1968,BUS_12,1,P
1877,KelliL1994,1,P
1905,3hunnta,1,P
1413,Dr_Landmark,1,P
1411,JenAg11,1,P
1407,nature_tx,1,P
1405,chanflem97,1,P
2079,briangeorge1100,1,P
1494,Bee_johnson99,1,P
1496,nickpellegrin0,1,P
1499,Jocy_line15,1,P
1503,xxshelby0428xx,1,P
1505,Amandas_17,1,P
1484,alexis_moralees,1,P
1831,Comm_College,1,P
1441,k_r_spencer,1,P
1438,brooke14__,1,P
1368,jenna_shaw3,1,P
1372,femaregion6RA,1,P
1900,LeuelA48,1,P
1373,Butler_Snow,1,P
1377,mamared82,1,P
1495,sce_98,1,P
2083,Rob_Childress,1,P
2085,TheReal_Will,1,P
2090,Coach_Kennedy,1,P
1235,NHC_Atlantic,2,P
1241,CoachMo15,2,P
1245,funds4disaster,2,P
1248,deuce_fatheree,2,P
1250,Iam_dxii,2,P
1361,_kendradavis,1,P
1253,MoiraSalinas16,2,P
1255,micamoney11,2,P
1256,trenchbaby52,2,P
1259,TexasMS150,2,P
1262,AlexMill20,2,P
1265,sean_nimmons,2,P
1266,bigg_dan65,2,P
1271,m_allen918,2,P
3276,Coog8806,1,P
1492,elprofessor_13,1,P
1493,__brandonkim,1,P
1415,KWKTFOX44,1,P
1418,morgen_jones,1,P
1421,Nurly13,1,P
1422,Kirstin_Burnett,1,P
1423,ra_stein,1,P
1427,dan_biles,1,P
1435,akagav8r,1,P
1436,DeronWood91,1,P
1399,Menendez4Texas,1,P
3279,Sha_Clack_Clack,1,P
2103,Reveille514,1,P
2102,Grayson_JC,1,P
1379,aves2112,1,P
1234,_cadendavis,2,P
1382,goodthoughts65,1,P
1384,not_that_eric,1,P
3149,dannyaray89,1,P
2468,The0nlylamar_,1,P
2721,raegannicole0,1,P
3179,ChrisPeters52,1,P
2718,hperlaaa_,1,P
2924,ASE32ndCongress,1,P
2923,PeteFlores_TX,1,P
3063,lochbessm0nster,1,P
3065,HeavyKevy666,1,P
3136,ZeroSix20,1,P
3067,law_soc,1,P
3070,Sapnaj95,1,P
3071,_SWinter,1,P
2999,blairmw07,1,P
3079,Docs4Cycling,1,P
3085,wright1000,1,P
3087,lc_asla,1,P
3096,Construct_arium,1,P
3098,perkinswill_DAL,1,P
3134,Barry_adapts,1,P
3101,The_ACSP,1,P
3102,JP_Langford,1,P
3105,lancaster_j,1,P
3115,JPER7,1,P
3118,Axter_Ltd,1,P
3126,AIA_Media,1,P
3021,WHurst1,1,P
2916,txtf1,1,P
3082,e_jaffe,1,P
3151,dianeasmith1,1,P
2988,stephanie_grayy,1,P
2985,whoop97,1,P
1387,Jesus_GT3,1,P
1388,stojkovic_alex,1,P
1389,twoodard8,1,P
1392,classcouncils21,1,P
1440,klblevins1,1,P
1395,melissajewel_3,1,P
1402,Kirby_Matocha,1,P
1374,SarahforHD134,1,P
475,CES_Baker_Inst,5,P
210,zenvet23,15,P
208,jgm41,15,P
2929,sacbee_news,1,P
2932,Essentium3D,1,P
2933,ParkerTodd16,1,P
2943,fenoglio3,1,P
2944,Kfischer_10,1,P
2947,KENS5,1,P
2953,Mission_Ready,1,P
2955,HHS_ASH,1,P
3163,mee003,1,P
2956,NCDs_PAHO,1,P
2960,Mi2innovation,1,P
2965,health_tweets,1,P
2970,Gr8rTXFdtn,1,P
2975,kritten14,1,P
2976,linzyw01,1,P
3156,agczar10,1,P
2978,mmontgomery2016,1,P
2981,ElPaisano1835,1,P
1383,stone_kinsey,1,P
1232,SamGarcia531,2,P
1228,croush1026,2,P
1227,bazan_brianna,2,P
2397,Astro_Matt27,1,P
2298,Devin3price,1,P
2399,Kareemfarah23,1,P
2440,A_MWomensChorus,1,P
2281,DevonManuel3,1,P
2329,greatbrit18,1,P
2231,devi_lockwood,1,P
2241,danilaserra_eco,1,P
2448,bobathefett21,1,P
2256,tessa_moreno_,1,P
2452,keleighshea12,1,P
2252,saracurrie111,1,P
2244,HHSRegion6,1,P
2392,angus17evans,1,P
2449,_almagonzalez_,1,P
2258,adrianamrtnz25,1,P
2262,Kristen_Brown5,1,P
2233,_MorganReilly,1,P
2451,laalvarado00,1,P
2243,Ire_Calboli,1,P
2457,Hky21Mom,1,P
2234,Ronney_Stadler,1,P
2255,tschoonmaker98,1,P
2301,nguerra2,1,P
2377,aaranderson96,1,P
2302,renecon20,1,P
2303,_wenwoo,1,P
2415,faith_uwadiae,1,P
2445,bj_carden,1,P
2299,C_russelljr4,1,P
2288,colaboy_j5,1,P
2413,karen_wooley,1,P
2403,doug_keegan,1,P
1954,cristinac1218,1,P
1960,kels3ylee,1,P
1891,Graciebmckin35,1,P
1890,d_robinson78,1,P
1889,dog_feelings,1,P
1887,pierceb17,1,P
1882,YashwantVyas21,1,P
3271,coachscales35,1,P
1874,tyler916,1,P
1909,spaceboyone_,1,P
1870,alletta_porter,1,P
1868,theman2by4,1,P
1863,__aireanna,1,P
1862,KHood1998,1,P
1858,vegan_frances,1,P
1857,J_Jones3,1,P
1851,ayy_ruby,1,P
1849,abbylizbet2013,1,P
1846,AubreyVoigt10,1,P
1845,emilymican2017,1,P
1843,Gabriel95Cruz,1,P
1841,broach93,1,P
1907,dex_in_tex,1,P
1910,hovey42,1,P
1964,lulu_mckinney4,1,P
1938,edenl14,1,P
1955,Deycallme_china,1,P
2291,sillyili01,1,P
2286,ChrisLew__,1,P
2284,MightyMal_2,1,P
2280,KendalDaniels__,1,P
2428,Yoojung1988,1,P
1445,marley_gilmore,1,P
1450,sara_brownie98,1,P
1456,Nancyydiaz14,1,P
1458,pulloutday22,1,P
1461,KelseyMPayne1,1,P
1463,Aaron_D_Rose,1,P
1465,CheekyLizz27,1,P
1468,capt_Adrian28,1,P
1470,eryncrenshaw33,1,P
1474,gisd23,1,P
1475,jasman_kaur,1,P
1480,mikalah_taylor,1,P
1443,annieirwin__,1,P
1483,bayleegriffin_,1,P
1486,marybethkirk127,1,P
1487,jarvieee_13,1,P
1488,hannah_junebug,1,P
1277,MsClark6ELA,2,P
1489,DanDanonino1,1,P
1273,TISD_HT,2,P
1268,reagan_graves,2,P
1290,wagle_bagel,2,P
1287,lil_drumer_boi,2,P
1285,MAJIN2UU,2,P
1284,letyleon7,2,P
1211,msheppard1968,2,P
1213,danidi04,2,P
1220,American_Heart,2,P
1226,bitter_sky,2,P
1444,clemas61,1,P
3020,more_than_green,1,P
1366,Lions_FB,1,P
1363,Tim_McMurray,1,P
2276,KevinDuong_2,1,P
2275,chris_komatsu,1,P
2430,a_ehnbom,1,P
2274,tysheemjohnson5,1,P
2273,Impact360A,1,P
2270,morganp1216,1,P
2268,vanessauf_,1,P
1898,ScottRichards9,1,P
2432,NASA_Marshall,1,P
2407,MoMath1,1,P
2292,nimesh3t,1,P
2265,cruzjohanna45,1,P
2293,dmantherealest1,1,P
2331,Annie_Andersen,1,P
2332,thoughtforfood_,1,P
2319,fauhs_research,1,P
2315,VonsVision58,1,P
2355,mhendrick_sa,1,P
3264,bigjake55555,1,P
2308,Astro_Jessica,1,P
2356,Broaddus_Assoc,1,P
2435,Gamecock_OUR,1,P
243,_DeuceHarmon_,12,P
1899,astro_kassie,1,P
1901,Kiran_judgee,1,P
1280,Ceralion73,2,P
1282,jared_adk,2,P
1283,rachellann13,2,P
1254,dr_tiffcliff,2,P
1364,Tubaboss24,1,P
1893,annakaren_01,1,P
18,IslandCampus,167,I
19,TheBattOnline,161,I
21,reveille,154,I
28,theeagle,126,OI
39,PhiBetaKappa,99,OI
46,TEESresearch,84,I
51,TarletonState,82,OI
54,GabrielEckstein,78,P
64,glasscockcenter,68,I
66,RossBjorkAD,67,P
67,JavelinaNation,67,I
70,amightygirl,66,OI
71,SECNetwork,66,OI
73,TradCouncil,61,OI
75,AVMAvets,59,OI
76,maysbusiness,58,I
79,teextweet,57,I
95,ConversationUS,44,OI
96,RELLIScampus,43,OI
98,RecSports,42,I
100,CURinAction,41,OI
104,aglifesciences,39,I
109,NCADDNational,38,OI
110,BlinnCollege,37,OI
112,MaroonCoats,35,I
115,launchlc,34,I
120,JustCallMeKourt,34,P
126,TheSECU,32,OI
131,MSCPrograms,31,I
132,JackManhire,30,P
133,GutGirlMD,30,P
134,Buccaneers,29,OI
135,HuffinesDir,28,I
137,Ahdieology,27,P
140,travisgasper,26,P
142,saharazizlaw,25,P
145,InsiteBV,25,I
148,CityofCS,24,OI
152,htpapaco,23,P
156,TheVETRecruiter,22,OI
161,CDCgov,21,OI
162,Broncos,21,OI
166,rellisedu,20,OI
168,TheKellenMond,20,P
169,CityLab,20,OI
170,nicolalritter,20,P
172,msctownhall,20,OI
175,UTHealthSAMDA,19,OI
183,BushFdn,17,OI
184,megancarpenter,17,P
189,BryanPolice,16,OI
190,Browns,16,OI
192,gamasutra,16,OI
193,AllHazardsTFS,16,I
203,TrayveonW,15,P
205,markburge,15,P
212,phikappaphi,15,OI
215,LuisPonjuanPhD,15,P
217,patrickjstover,14,P
218,Titans,14,OI
219,dezeen,14,OI
220,mscopas,14,I
221,michaelsola,14,P
222,AgriLifeTODAY,14,I
225,OrangeBowl,13,OI
228,AZCardinals,13,OI
231,jollenl,13,P
234,DrTaraGoddard,13,P
236,AVMAJournals,13,OI
241,ViVetUK,12,OI
242,falloutstudio,12,P
245,NextCityOrg,12,OI
250,CariRincker,12,P
254,Architizer,12,OI
255,AgriLife,12,I
258,SchomburgCenter,12,OI
259,AIANational,12,OI
260,TexAgs,11,I
266,MicahJGreen,11,P
267,CGillaspia,11,P
269,DogAgingProject,11,OI
274,ChrisOdinet,11,P
275,ShellyBrenckman,11,P
276,CityofBryan,11,OI
277,emptydoors,11,P
279,DrGiroir,11,P
282,ArchDaily,10,OI
283,JPHMPDirect,10,OI
285,stevefullhart,10,P
287,Vikings,10,OI
288,PrezMatson,10,P
289,RamsNFL,10,OI
290,HISDRecruiter,10,OI
292,ASPPHtweets,10,OI
297,HoustonChron,10,OI
298,GovAbbott,10,P
300,SmartGrowthUSA,10,OI
301,OriginalJaylon,10,P
302,thememoryworker,10,P
304,SkanskaUSA,10,OI
305,pharmacists,10,OI
311,FightCRC,9,OI
314,BryanISD,9,OI
316,LibraryMedlin,9,P
321,PVAMUresearch,9,I
322,CHIStJoseph,9,NO ACCOUNT
326,BrazosCoHD,9,OI
328,sleazyjo,9,P
330,AshaWinfield,9,NO ACCOUNT
332,smartcitiesdive,9,OI
336,CarleePurdumPhD,8,P
337,eduhokom,8,NO ACCOUNT
338,drjjblake,8,P
340,nchchonors,8,OI
341,DouglasPils,8,P
342,TurnerMidAtl,8,OI
343,FindLawLP,8,NO ACCOUNT
345,Ravens,8,OI
346,MylesLGarrett,8,NO ACCOUNT
352,TheAmScho,8,OI
353,GigemNick,8,P
354,CSPDAsstChief,8,NO ACCOUNT
355,McNamaraDr,8,P
359,hollyshive,7,P
361,tasanet,7,OI
362,BushCombatDev,7,OI
366,UTAustin,7,OI
368,TrynaGrad,7,OI
371,ConstructConnx,7,OI
372,nytimes,7,OI
373,MaysInnovation,7,I
374,AAEPHorseDocs,7,OI
375,VonMiller,7,P
376,SingingCadets,7,I
377,CoachSantucci,7,P
380,BrazosCountyDA,7,OI
388,jenmercieca,7,P
390,AgsToRiches,6,I
391,SigmaXiSociety,6,OI
397,MiraNousCoach,6,P
400,TnPDiamond,6,P
401,mscwiley,6,OI
402,packers,6,OI
404,adoptiontalk,6,P
405,AmerMedicalAssn,6,OI
407,theregoeskeeath,6,P
408,LairmoreDVMDean,6,P
409,AAUniversities,6,OI
411,MaysCIBS,6,I
412,fwbusinesspress,6,OI
414,Baylor,6,OI
415,CLSscholarship,6,OI
422,statesman,6,OI
424,thedixiechicken,6,OI
425,AmyLFairchild,6,P
429,ProfessorJepson,5,P
430,MeredithDVM,5,P
433,chronicle,5,OI
437,architectmag,5,OI
438,SPMTInternInfo,5,I
439,marklamster,5,OI
441,LarrySuva,5,P
442,sportravacademy,5,OI
443,ncsudvmphd,5,P
445,reesassociates,5,OI
447,DrHodo,5,P
450,TysonVoelkel,5,P
452,TSUGlobalCampus,5,NO ACCOUNT
453,NWSHouston,5,OI
454,ProbascoRobert,5,P
456,barbri,5,OI
457,TeamCoachBuzz,5,P
458,msjdorg,5,OI
459,AnnetteKRegan,5,P
461,SaludAmerica,5,OI
462,DaylonMack,5,P
464,FirstgenCenter,5,OI
466,CoachGSoccer,5,P
467,RathodAniruddha,5,P
468,planetizen,5,OI
469,LoneStarConf,5,OI
472,CDCemergency,5,OI
474,CityofMcAllen,5,OI
477,TheAALS,5,OI
478,ncaawbb,5,OI
479,BrentZwerneman,5,P
480,ABAesq,5,OI
481,NAHBstudents,5,OI
482,kerathink,5,OI
484,therealdemani,5,P
486,PlutoCarson,5,P
488,vcasadop,5,P
489,saraberrett,5,P
491,UrbanLandInst,5,OI
495,CoachColey,5,P
501,williambyrnes,4,P
503,CoastalResilCtr,4,OI
504,NewUrbanism,4,OI
505,BrazosValleyEDC,4,OI
507,TipToeinJordon,4,P
508,MADDOnline,4,OI
510,SalisburyBrooke,4,P
511,MickeyDyIan,4,P
514,SEConCBS,4,OI
516,chiefkidd,4,I
517,utsystem,4,OI
518,DallasArchForum,4,OI
519,CottonBowlGame,4,OI
520,drugfreedc,4,OI
523,startelegram,4,OI
524,RHRGateway,4,OI
527,MadubuikeJustin,4,NO ACCOUNT
528,keristephens,4,P
529,CCAlliance,4,OI
532,OfficialAgBands,4,I
533,AACNPolicy,4,OI
534,joshfoxfuller,4,P
538,TEEXSafety,4,OI
539,Klodeko,4,OI
541,TomBamonte,4,P
543,CoachMikeElko,4,P
544,janmundine,4,P
548,TheRobbGroup,4,OI
549,THCallaghan,4,P
550,TarletonSports,4,OI
552,IPProfEvans,4,P
555,amarilloglobe,4,OI
558,HurdOnTheHill,4,NO ACCOUNT
559,peytonisthename,4,P
561,GregWHartman,4,P
567,ABAJournal,4,OI
568,HardRockStadium,4,OI
569,AgsREACH,4,I
570,cherrybombjulz,4,P
572,vgonlin,4,P
574,SpringISD,4,OI
575,kokesuthan,4,P
577,MaroonOut,4,I
578,AldineHR,4,OI
579,AstroScholarFdn,4,OI
580,VetoNetwork,4,P
586,DiverseIssues,4,OI
589,bailsssss,4,P
594,TheJhamonAusbon,4,P
595,CoachGaryBlair,4,P
597,IAarchitects,4,OI
599,KnuckleheadsClb,4,OI
600,stacirende,4,P
601,ProfMarkovic,4,P
602,StrongTowns,4,OI
605,NationalASLA,4,OI
607,doccgood,4,P
608,aleegatorrr,4,P
609,WRIRossCities,4,OI
610,nyjets,4,OI
611,WykoffMatthew,4,P
613,brentonhcooper,4,P
618,Russwarne,4,P
621,CMSAAgs,3,I
625,SloaneNWilliams,3,P
627,BVArts,3,OI
628,meganpirnik,3,P
630,HoustonHealth,3,OI
632,PublicHealth,3,OI
633,MannBraden,3,P
635,sydhreyn,3,P
637,jarradtessa,3,P
639,TheKingCenter,3,OI
641,HCAHouston,3,OI
644,OtaroAlaka,3,P
645,SoleilHernandez,3,P
646,evanasmith,3,P
647,NationwideDVM,3,OI
648,RichOToole,3,P
649,HHSGov,3,OI
650,RoseAcademies,3,OI
651,BioMath,3,P
653,AstroSerena,3,P
659,nprosenheim,3,P
660,Slate,3,P
661,DaenaLC,3,P
663,ShadrachBanks,3,P
665,MWatkinsTrib,3,P
667,Tripawds,3,OI
669,fema,3,OI
670,nuvvaves,3,P
677,RepBillFlores,3,NO ACCOUNT
681,StartupGrindBCS,3,OI
682,JahzionHarris,3,P
683,marchmadness,3,OI
685,atlblog,3,OI
687,VisitFortWorth,3,OI
690,ConstructorMag,3,OI
691,lawyerist,3,OI
692,Westlaw,3,OI
698,SMULawReview,3,OI
699,BleacherReport,3,OI
701,TAMIUAthletics,3,I
702,sxsw,3,OI
703,ecostillar,3,P
704,titlelawyerjoe,3,P
705,ACSstudents,3,OI
709,profrubengarcia,3,P
710,KristynTheriot,3,P
711,dbethancourt,3,P
712,jabreonjackson,3,P
713,SimonFHaeder,3,P
716,SondraKayWhite,3,P
719,Lions,3,OI
720,dorianmartin,3,P
721,kailynwilliamss,3,P
722,Saints,3,OI
725,AGCofA,3,OI
726,akcdoglovers,3,OI
727,MitchFound,3,OI
729,HKSArchitects,3,OI
730,StreetsblogUSA,3,OI
731,chasellane,3,P
732,jasvetz,3,P
733,arothmanhistory,3,P
734,FBIHouston,3,OI
735,ddictson,3,P
739,reevehamilton,3,P
740,dentoncountyags,3,I
741,SoCalTaxProf,3,P
742,EsleyHenderson,3,P
743,SimonTheTam,3,P
746,WashCoAMClub,3,I
747,RinckerLaw,3,OI
749,markjguerrero,3,P
750,ScottKingField,3,P
751,DallasWomenLaw,3,OI
752,TexYoungLawyers,3,OI
753,WashingtonNFL,3,OI
755,JusticeWillett,3,P
756,steelers,3,OI
760,starwars,3,OI
762,TexAgsRadio,3,I
763,BVFoodBank,3,OI
765,LambdaSquared,3,I
767,everyword,3,OI
771,ReedArena,3,I
773,TarletonPrez,3,P
775,TheRegReview,3,OI
778,armyfutures,3,OI
779,tvmdl,3,OI
780,fernandopalomo,3,P
781,BrilliantBlkGrl,3,P
782,SayvonJL,3,P
784,callerdotcom,3,OI
786,JohnCornyn,3,P
787,gdjudge,3,P
788,ArupGroup,3,OI
793,preimers,3,P
795,AGCHouston,3,OI
798,VMDToday,3,OI
799,GIBiz,3,OI
800,morganstrehlow,3,P
801,IESResearch,3,OI
802,dermlink,3,OI
805,drbruceellis,3,P
807,GabeBock,3,P
809,KearaKLynn,3,P
811,RstudioRHS,3,NO ACCOUNT
812,MSCLTJordan,3,OI
