,username,in_reply_to_screen_name,type
2436,KendylRickard,1,P
2437,TexasTribune,1,OI
2438,GIGIricia,1,P
2440,PesnellLily,1,P
2444,MalMuj,1,P
2445,juliosbernal,1,P
2448,itsjustdarrell,1,P
2449,JerynL,1,P
2456,AllieVollentine,1,P
2457,sunnypjain,1,P
2463,laurrennP,1,P
2465,AgsREACH,1,I
2466,hitherekerry,1,P
2467,upamast,1,P
2470,adelinevans,1,P
2472,awskiskimf,1,P
2474,McdevittMelanie,1,P
2479,Texasbirdergirl,1,P
2482,jordrogan,1,P
2484,melaniedunham,1,P
2486,OfficialAgBands,1,I
2491,cherihuddleston,1,P
2492,MrsTamiNeal,1,P
2494,kearstynwoodard,1,P
2498,MrsKampwerth,1,P
2499,tilleylcfb,1,P
2500,MeganRegister,1,P
2501,thatgueropaul,1,P
2503,Firenicz,1,P
2504,sarahlmontes,1,P
2506,melnhodges,1,P
2512,kayleidcooper,1,P
2514,cesollock,1,P
2516,jhilRL,1,P
2520,darbishaun,1,P
2521,KarasonFord,1,P
2523,ambsmannie,1,P
2525,keenanhouch,1,P
2526,TroieB,1,P
2528,KiyotsukO,1,P
2530,panchoik,1,P
2531,TheJesseHester,1,P
2535,megbmedina,1,P
2537,madisonncomeaux,1,P
2541,MrJClarkTeach,1,P
2542,MrsLMerriman,1,P
2543,davidskrovan,1,P
2545,buskeyej,1,P
2548,HazCenter,1,P
2549,jsDipper,1,P
2553,BarackObama,1,P
2555,amyeetx,1,P
2557,JoshSiepel,1,P
2561,YeyeLobet,1,P
2562,ObamaWhiteHouse,1,OI
2565,DrFKadri,1,P
2566,ShellyBrenckman,1,P
2567,Pinkxesmy,1,P
2571,rieghlynn,1,P
2576,armstrongvi,1,P
2581,MicahJGreen,1,P
2583,UTKLibraries,1,OI
2584,ConePllc,1,OI
2585,brookemillican,1,P
2586,mxruizz,1,P
2588,JohnDNesmith,1,P
2589,USCitizenairmen,1,OI
2590,EhambeDaniel,1,P
2592,JLeeMurphyESQ,1,P
2596,rsLegalRecruit,1,OI
2597,AndrewGoodwyn,1,P
2598,kvukadin,1,P
2599,BrianNewCBS,1,OI
2600,pksgve,1,P
2602,LawStreetMedia,1,OI
2603,AryalMh,1,P
2604,CharlieKolarik,1,P
2608,CLSscholarship,1,OI
2612,GIBiz,1,P
2613,gamasutra,1,P
2614,GamersElixir,1,OI
2615,developonline,1,OI
2616,EpicGames,1,OI
2617,ArtificialChris,1,P
2618,meghdeam,1,P
2621,SLaddusaw,1,P
2625,bashfulviolets,1,P
2626,ellendoe,1,P
2628,rwnkai,1,P
2634,bellakess,1,P
2635,crysfromnowhere,1,P
2636,VogtislikeVote,1,P
2638,JAYDENPEEVY,1,P
2640,NASAInterns,1,OI
2644,shelbykiiirk,1,P
2646,kellyKRCcarter,1,P
2648,ryanwainerdi,1,P
2649,OrtizKicks,1,P
2650,edmoraleswin,1,P
2651,texasbug,1,P
2661,badgalbriibriii,1,P
2663,katierosekirsch,1,P
2665,justgougler,1,P
2668,luisdsaldana,1,P
2670,schilzyy,1,P
2672,alymariegar,1,P
2677,fosterludington,1,P
2678,niksroach,1,P
2683,valeriadelagv,1,P
2684,astros,1,P
2685,RedpotBrian,1,P
2686,MikulaSam,1,P
2688,TheKellenMond,1,P
2692,raaquelmt,1,P
2695,YMarquezHCISD,1,P
2697,mcdowellmom,1,P
2698,GovAbbott,1,OI
2701,USForcesKorea,1,OI
2702,coreydeanstone,1,P
2704,RepRonnyJackson,1,P
2705,lderios,1,P
2706,TrudiGilfillian,1,P
2709,srydatwasmaren,1,P
2711,savoftherose,1,P
2712,JustinGranger,1,P
2715,MatagordaAMClub,1,OI
2720,karldubbs,1,P
2724,SJMehrtens,1,P
2727,lizuhhhbeth,1,P
2728,angepgr,1,P
2729,audreyzane,1,P
2730,broitsdiana,1,P
2734,LaurenJodry,1,P
2742,AshliiPaiige,1,P
2743,TMHayduk,1,P
2744,CoachBobStarkey,1,P
2747,BiancaaCalderon,1,P
2749,KBTXFallon,1,P
2753,ilovemeetoo,1,P
2754,mgbinkaty,1,P
2759,shankedleft,1,P
2761,remisails,1,P
2762,TheMermaidAg,1,P
2763,Guayopp,1,P
2765,judgemattwright,1,P
2767,jamesleebennett,1,P
2768,MeganMuratTV,1,OI
2771,DevinCCraig,1,P
2772,translender,1,P
2773,KHMag,1,P
2775,bbrendabd,1,P
2778,IamTozzy,1,P
2780,dtadamstx,1,P
2783,Alynneatesk,1,P
2787,HebertRebekah,1,P
2789,KBTXMax,1,P
2790,tkwos,1,P
2793,jennntorrres,1,P
2795,claudiastfuuu,1,P
2796,cheniosa,1,P
2797,gabyamata,1,P
2799,salinaslyulisa,1,P
2801,MalloryFondren,1,P
2802,yagirlvii,1,P
2804,CardinalDeVille,1,P
2805,raanndiiii,1,P
2807,calumariah,1,P
2808,qtiffanyn,1,P
2811,budgetdollyp,1,P
2815,GrangerSmith,1,P
2822,MaliaAvery,1,P
2823,rektdad,1,P
2824,PaigeyDeee,1,P
2827,ciaradcollins,1,P
2829,ChadHaga,1,P
2830,williamelizndo,1,P
2831,kaityalexar,1,P
2832,TwWhitesell,1,P
2834,mariaparkison,1,P
2835,loganbosttt,1,P
2838,LeslieeRosiee,1,P
2840,MegynSchweitzer,1,P
2845,JoshZampich,1,P
2846,mxrisolh,1,P
2848,oopsietaysie,1,P
2849,demilydays,1,P
2850,LPilgreen,1,P
2851,yoitsaIicia,1,P
2852,rexeudank,1,P
2853,crmatlock,1,P
2854,LysseGarnica,1,P
2856,sethlhamilton,1,P
2858,TheDakotaTrash,1,P
2861,JennThibeaux,1,P
2867,ColbyKahla,1,P
2868,JazminSunshine,1,P
2870,devintylerjones,1,P
2871,amarettosmiles,1,P
2872,islandsmoore,1,P
2874,RamonaRanae,1,P
2875,saraahhleeann,1,P
2876,MentServices,1,P
2877,ExclusivelyWZee,1,P
2879,genesishhhh,1,P
2880,RaneyForTexas,1,P
2884,TiffanyEaster,1,P
2885,ZackCochranTX,1,P
2890,jasoncalanog,1,P
2892,claudsauceda,1,P
2895,kyleauxren,1,P
2899,morrisonelacafe,1,P
2901,sarahcirildont,1,P
2902,MykaylaCheyenne,1,P
2903,JeffBickerstaff,1,P
2907,GujralAditya,1,P
2909,NerrenCindy,1,P
2911,OtaroAlaka,1,P
2915,tejalbhakta,1,P
2918,Grannnyfrannny,1,P
2919,FinallyDrJones,1,P
2921,grantshamblin,1,P
2923,JamilBrownII,1,P
2925,oliviamayann,1,P
2927,CorbinThread,1,P
2929,gabbyuriegas,1,P
2931,kleeblasko,1,P
2932,ChristiRedfearn,1,P
2933,MGHaverland,1,P
2934,kristaihle,1,P
2942,yariyariyay,1,P
2944,rachcrutchfield,1,P
2946,DerozansAreRed,1,P
2947,ErinRineheart,1,P
2948,lindsaystadter,1,P
2949,SCPerkinsWriter,1,P
2955,RealCastrooo,1,P
2958,LegendaryLerma,1,P
2961,dmaddron,1,P
2962,jacyxxbeam,1,P
2965,suzulaird,1,P
2970,notafenton,1,P
2971,sagetweeting,1,P
2972,GusElEstrangero,1,P
2973,marieIcuh,1,P
2978,LucBYE,1,P
2982,faulkenbery,1,P
2988,THEAlexisCarr,1,P
2989,AAzizEzzat,1,P
2990,Poorlonghorns,1,P
2995,JewishHoneybun,1,P
2999,svmprice,1,P
3002,NotEdgarRivera,1,P
3004,analisaochoaa,1,P
3006,mirandadene,1,P
3009,pinkysaurusrawr,1,P
3010,KylerJoe,1,P
3012,rickyyycan,1,P
3013,carsongrett,1,P
3016,StartupGrindBCS,1,P
3020,theterijade,1,P
3022,listennlinda,1,P
3023,GembaGirl,1,P
3025,MVPenergy,1,P
3029,JBoulli,1,P
3030,RichardPearson,1,P
3031,caitsummertime,1,P
3032,WinterPollan,1,P
3034,LindaDiAli,1,P
3035,nwtnchrist,1,P
3039,OldArmyFight,1,P
3040,whomstvere,1,P
3041,JohnPugliese,1,P
3042,legallybeyond,1,P
3046,AlliBelton,1,P
3055,parrislarkin,1,P
3058,anabelmatchett,1,P
3059,chloefletes,1,P
3061,coleighsavannah,1,P
3062,vlonealexiis,1,P
3065,sproba,1,P
3067,bitchtoad,1,P
3069,ryleypriddy,1,P
3070,ryankeszeg,1,P
3075,cailynnruth,1,P
3077,sillohsllim,1,P
3078,atopgreeneshill,1,P
3079,BrianDaWheelman,1,P
3080,amandasyikes,1,P
3084,karleighhesser,1,P
3085,MarlissaBadillo,1,P
3087,pjxck,1,P
3092,gwnerdy,1,P
3093,MicaelaElise,1,P
3094,victoriaduenas,1,P
3101,KAMUTVFM,1,I
3103,nasdewno,1,P
3105,Ekalmurzaeva,1,P
3108,GoPeaceCorps,1,OI
3109,Jamieeeamanda,1,P
3111,TheArnoldPerez,1,P
3112,biancarenaelim,1,P
3113,ttinanguyen,1,P
3114,princofwakanda,1,P
3115,mgmcburnett,1,P
3116,cornhuskersbabe,1,P
3117,SoyBanana,1,P
3122,TheScottForbes,1,P
3123,TerminalADD,1,P
3124,incogmanfred,1,P
3127,kyleaking,1,P
3128,BrockMMurphy,1,P
3129,SassySheeler,1,P
3138,lexiluvscookies,1,P
3142,WaldropNoah,1,P
3143,TayWismer,1,P
3144,khiaraestradaa,1,P
3145,TabithaKnaggs,1,P
3146,jrobincs,1,P
3148,FaltadefeKaren,1,P
3150,jdruebert,1,P
3152,HannaHausman,1,P
3159,maditelschow,1,P
3160,KyleTheCarMan,1,P
3166,breesepls,1,P
3167,MrsHuttoDES,1,P
3168,kendalltoupis,1,P
3173,laurenkitto,1,P
3180,OhBelllla,1,P
3182,TKDyenson,1,P
3189,blakeeroderick,1,P
3193,DaeshonHall,1,P
3195,BradleyJDiggins,1,P
3196,entirelyeva,1,P
3199,joshfoxfuller,1,P
3202,DarlaKWilliams,1,P
3203,cristinaxmendoz,1,P
3205,HasanIsSmrt,1,P
3206,iRahulRana,1,P
3208,racmoreau,1,P
3211,TexAgs,1,I
3212,ronessamcdonald,1,P
3213,thedixiechicken,1,OI
3215,AlxssaSaenz,1,P
3216,simiannette,1,P
3218,Spoontle,1,P
3219,floweryfinley,1,P
3221,NotTheDrink,1,P
3222,Kokochamama,1,P
3223,annahyphenlisa,1,P
3225,CLynnYoung,1,P
3227,demileenavarro,1,P
3228,hollahannahhh,1,P
3229,ktbernhardt,1,P
3233,GunnerBoler,1,P
3234,AuthenticallyTJ,1,P
3238,sotobabyyy,1,P
3239,AlexDamnBecerra,1,P
3243,BryannaArlene,1,P
3246,andrewchristjoy,1,P
3247,CHRISTYKAYYYY,1,P
3250,haillllss,1,P
3251,HelseyKelt,1,P
3252,MsWilkinsMV,1,P
3253,nelsonaddison,1,P
3254,TheRowlesRoyce,1,P
3257,FainWill,1,P
3263,StacyRRTX,1,P
3266,chasellane,1,P
3268,Kaitlyncov,1,P
3269,DunyoWin,1,P
3271,yellforcasey,1,P
3274,tatianancastro,1,P
3275,HarleaHoelscher,1,P
3277,mgermainemath,1,P
3278,KBTXMia,1,P
3279,sgzandstra,1,P
3280,clydeechols,1,P
3281,ShelbsFerguson,1,P
3283,smvaldezv,1,P
3284,AKTexAg,1,P
3286,ClaytonGardner,1,P
3287,KendyllTaylorrr,1,P
3293,frannypackpaige,1,P
3297,merganfm,1,P
3298,GregSankey,1,P
3300,ttotallytorii,1,P
3305,imtinymiiike,1,P
3314,BaileyLogan,1,P
3316,AntoinemarcMarc,1,P
3317,tanaybernard,1,P
3318,KJLackey,1,P
3319,SNAGonzalez,1,P
3324,TxAgLawGuy,1,P
3327,RQworld,1,P
3328,yellowandgolden,1,P
